facility_uid,facility_code,state_unique_id,registration_no,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,facility_level_option,physical_location,longitude,latitude,phone_number,email_address,website,ooperational_days,operational_hours,operation_status,registration_status,license_status,doctors,nurses,midwives,beds
35038206,24/12/1/1/1/0012,,,,Imota Primary Health Centre,Lagos,Ikorodu,Public,,Primary,,,3.66951000000006,6.66002000000003,,,,,,Operational,Unknown,Unknown,,,,
12534429,24/12/1/1/1/0003,2412110118,,1984-01-01,Bayeku Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Clinic,"Bayeku Maternity Road, Bayeku, Ikorodu, Lagos.",3.54296,6.54674,0802-312-9633,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,,7
57718239,24/12/1/1/2/0138,CRBN.396532,,2009-01-05,Be_kind Nursing Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Center,"No..5  seye Ogunlewe street,Bayeku road ,ikorodu lagos",3.51809,6.59801,0803-334-2702,adebiyiolajide8@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours.,Operational,Registered,Licensed,0,0,0,8
51983576,24/12/1/2/2/0035,,,2016-01-06,Divine Mercy Catholic Hospital,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Plot 56,Macaulay Bus Stop, Renecon Road, Bayeku Road, Ikorodu, Lagos.",3.53469,6.54708,0803-306-3724,rosalierenduhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
16531545,24/12/1/1/2/0140,BN2865250,,2020-08-12,Greenleaf Clinic,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"44 Yinka Folorunsho Off Razak Banjoko Odofin Igbogbo Ikorodu, Lagos.",3.5136,6.58801,0810-385-6089,greenleaffertility@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,,,3
65650533,24/12/1/1/2/0034,,,,Hassadat Convalescent Home - Iko,Lagos,Ikorodu,Private,,Primary,,,3.48196000000007,6.62236000000007,,,,,,Operational,Unknown,Unknown,,,,
82043271,24/12/1/1/2/0149,1771027,,2021-01-04,Jekabs Health Care Services Ltd,Lagos,Ikorodu,Private,For Profit,Primary,,"11 Kayode Apeloko street, Ijede road, Cele Bustop. Ikorodu, Lagos.",3.56335,6.61794,0813-741-2727,biodunjoke@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",6am-12am,Operational,Registered,Licensed,1,0,0,8
82787431,24/12/1/1/2/0146,3406444,,2021-02-07,Mummy Shalom Convalescent Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"10, Kingsley Omohruyi street, Morekete, Igbogbo Ikorodu,Lagos.",3.52562,6.58235,0816-158-7676,shalomclinc@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,0,0,7
13378716,24/12/1/1/1/0100,,,2019-01-05,Offin Health Clinic,Lagos,Ikorodu,Public,Local Government,Primary,,,3.54481,6.44376,,,,,,Operational,Unknown,Unknown,,,,
62108800,24/12/1/1/2/0057,,,,Oluremi Convalescent Home,Lagos,Ikorodu,Private,,Primary,,,3.66964000000007,6.66442000000006,,,,,,Operational,Unknown,Unknown,,,,
25312291,24/12/1/1/1/0020,,,,Oreta Health Clinic,Lagos,Ikorodu,Public,,Primary,,,3.52227783200004,6.53387451100002,,,,,,Operational,Unknown,Unknown,,,,
57972760,24/12/1/1/2/0086,,,2019-01-05,St Kizito Clinic,Lagos,Ikorodu,Private,For Profit,Primary,,,3.54331,6.54631,,,,,,Operational,Unknown,Unknown,,,,
17190059,24/12/1/1/2/0073,2412120010,,1989-05-01,St Louis Convalescent Home.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"136,Bayeku Road, Igbogbo, Ikorodu,Lagos.",3.52541,6.57982,0816-444-4650,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Operational,Registered,Licensed,1,2,0,6
37505421,24/12/1/2/1/0001,,,2001-01-01,Ijede General Hospital,Lagos,Ikorodu,Public,State Government,Secondary,,,3.61572,6.56349,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
46691693,24/12/1/1/2/0098,,,,Aileri Clinic,Lagos,Ikorodu,Private,,Primary,,,3.58576459366634,6.66746787903379,,,,,,Operational,Unknown,Unknown,,,,
49646732,24/12/1/1/2/0011,,,,Baikal Clinic,Lagos,Ikorodu,Private,,Primary,,,3.56799000000007,6.61934000000002,,,,,,Operational,Unknown,Unknown,,,,
77428827,24/12/1/1/2/0019,2412120074,,2005-01-12,De Immaculate Clinic and Maternity.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"28, Itamaga Road, Ijede, Ikorodu, Lagos.",3.68203,6.18015,0814-815-6572,oladayo95@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,2,7
32801130,24/12/1/2/2/0114,,,2016-02-11,Divine Living Well Hospital.,Lagos,Ikorodu,Private,For Profit,Secondary,,"Km 5, Itokin Road, Parafa, Ikorodu, Lagos.",3.56157,6.64425,0805-870-5073,livingwellchis@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,2,1,12
31644807,24/12/1/1/1/0102,,,2019-11-10,Erunwen Health Post.,Lagos,Ikorodu,Public,Local Government,Primary,Health Post,"Abule Oloye, Erunwen, Ikorodu, Lagos.",3.54379,6.60452,0802-331-3889,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,1,
49286805,24/12/1/2/2/0044,,,2014-04-01,Harpazo Marternity Home,Lagos,Ikorodu,Private,For Profit,Secondary,,,3.53087476601785,6.62130406687619,,,,,,Operational,Unknown,Unknown,,,,
34977148,24/12/1/2/2/0017,,RC:837429,2009-02-01,Kings Court Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"Plot 2, Road 1b, Itamope, Ikorodu, Lagos.",3.54685,6.63691,0803-712-3631,femialvan@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,,,7
29548883,24/12/1/2/2/0143,RC 1244620,,2020-03-07,Land mark Medical Services Limited,Lagos,Ikorodu,Private,For Profit,Secondary,,"Km 2 Itokin Road, Akasolori, Off Sabo- Itamaga,  Ikorodu,  Lagos",3.50965,6.62835,0802-751-9563,landmarkmeds@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,0,0,10
73275201,24/12/1/1/1/0022,2412120085,,2010-10-05,Parafa Health Post,Lagos,Ikorodu,Public,Local Government,Primary,Health Post,"6, Itoikin Road, Ikorodu, Lagos.",3.55624,6.64378,0802-331-3888,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,,
46496622,24/12/1/2/2/0026,,BN:2661787,2011-01-11,Regon Hospital,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Plot 7b, Balogun Cresent, Radio, Ikorodu, Lagos.",3.53341,6.62743,0703-031-6121,regonh@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,
86381865,24/12/1/1/2/0139,BN3218678,,2018-01-10,Reliance Maternity Health Care Services,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"11 Banjo Street, Leadway Estate Eruwen, ikorodu.",3.53846,6.61374,0806-621-0189,idiatsaka1@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,0,0,0,7
77696746,24/12/1/1/2/0066,2412120076,,2010-01-01,Rock Of Life Maternity,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"9,Akinyemi Balogun, Street, Lucky Fiber, Ikorodu, Lagos.",3.54852,6.64070,0802-864-0183,rockoflifemedicals@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,1,0,7
28558941,24/12/1/1/2/0080,,,,Tomi Pacific Convalescent Home,Lagos,Ikorodu,Private,,Primary,,,3.57474000000002,6.65590000000003,,,,,,Operational,Unknown,Unknown,,,,
54603152,24/12/1/2/2/0039,,,,Adedabs Hospital,Lagos,Ikorodu,Private,,Secondary,,,3.57396339388253,6.62497230090583,,,,,,Operational,Unknown,Unknown,,,,
52761147,24/12/1/1/2/0128,2412120029,,1997-01-01,B & T Trust Medical Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"11, Fatai Oloku Lowa Estate, Haruna, Ikorodu, Lagos.",3.503440,6.621070,0802-955-0000,trustomoleye40@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,2,,4
31315090,24/12/1/1/2/0123,,,2018-01-09,Beyond 21st Hospital.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 3, Palace Road, Ewu Owa, Gberigbe, Ikorodu, Lagos.",3.606447,6.605401,0806-071-5371,beyond21sthospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,,5
27589992,24/12/1/2/2/0162,,1017674,2013-04-01,Blue Crescent Hospital Limited,Lagos,Ikorodu,Private,For Profit,Secondary,,"5 Rotimi Ogunmola Street, Ayegbami Estate Imowo Nla, Ikorodu, Lagos.",3.501182,6.558453,0813-277-3989,bcrescenthp@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,0,0,13
30939677,24/12/1/2/2/0134,1508739`,,2018-04-04,Cosan Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"House 6 Ola Balogun Street, off Degolu Road Igbe Laara Ikorodu, Lagos.",3.3051045,6.61941,0806-051-4981,cosanhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,3,0,6
53491629,24/12/1/1/2/0085,,,,De Best Maternity Centre,Lagos,Ikorodu,Private,,Primary,,,3.55712890600006,6.62268066400003,,,,,,Operational,Unknown,Unknown,,,,
32004230,24/12/1/1/2/0165,,1765254,2020-04-07,De-lakeland Imperial Medical Centre.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"180, Awolowo way, Itamaga, Ikorodu Lagos .",3.53537,6.63216,0906-325-8343,lakelandimperial@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,6,0,23
,,,,,,,,,,,,,,,,,,,,,,,,,,
67804086,24/12/1/2/2/0145,1765254,,2020-07-04,De-Lekand Imperial Medical Centre,Lagos,Ikorodu,Private,For Profit,Secondary,,"180, Awolowo way, Itamaga, Ikorodu Lagos .",3.53537,6.63216,0906-325-8343,lakelandimperial@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,0,0,23
39122439,24/12/1/1/1/0005,,,2010-01-01,Ewu Elepe Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Clinic,"N0 16, Oba Ijaolu Road, Elepe, Ikorodu, Lagos.",3.56640,6.61505,0802-737-7174,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,2,,3
68553139,24/12/1/1/2/0029,,,2012-01-01,Faith Favour Maternity Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"1, Efunlawon Estate, Igbe Lade, Ikorodu, Lagos.",3.56183,6.58492,0803-536-5501,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,1,8
29424197,24/12/1/1/2/0031,2412120109,,2009-03-11,Gods Goodness Maternity Centre.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Powerline Mowokekere Road, Off Ijede Road, Elepe, Ikorodu, Lagos.",3.56826,6.61965,0806-517-0907,erostar77@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24,Operational,Registered,Licensed,,,,
76422762,24/12/1/1/2/0091,,,2016-06-05,Majoks Maternity Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"11, Logunleko Street, Poro Agbaje Estate, Ijede Road, Ikorodu, Lagos.",3.54737,6.62159,0802-344-6474,iyajidenurse@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,,,4
28847871,24/12/1/1/2/0150,RC 970764,,2022-01-02,Mowokekere Medical Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,Beside Mowokekere Central Mosque,3.59646,6.61347,0707-864-8731,bolawani@hotmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",12 Hours,Operational,Registered,Licensed,2,0,0,7
18573318,24/12/1/1/2/0056,2412120046,BN-2070833,2006-01-08,Oladapo Medical Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Omitoro Bus stop, Along Ijede Road, Ikorodu, Lagos State.",4.95368,8.76367,0816-359-4543,oladapomedcentre@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24,Operational,Registered,Licensed,3,0,2,13
36502880,24/12/1/2/2/0111,,,2002-01-01,Rembo Hospital.,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 10, Alegemo Street, Igbe, Ikorodu, Lagos.",3.56451,6.58428,0803-319-8103,drbenemone@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,1,0,7
23685806,24/12/1/1/2/0047,,,2009-04-11,Right Life Medical Care Hospital,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 3, Lifeful Avenue, Off Alade Egbeyemi Street, Ijede Road, Ikorodu, Lagos.",3.54066,6.62684,0802-315-0191,lifefulmedicals@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,3,2,10
19031776,24/12/1/1/2/0148,2979699,,2020-05-07,Samee Convalescent Clinic,Lagos,Ikorodu,Private,For Profit,Primary,,"No 47, Ijaolu road , Elepe Town, Ijede Road, Ikorodu, Lagos.",3.56716,6.60733,0811-294-3823,Sameeconvalescent@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours.,Operational,Registered,Licensed,1,0,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,
54108560,24/12/1/2/2/0029,,,2011-08-06,St Rapheal Divine Mercy Specialist Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"Boge Town, Cele Bus - Stop, Ijede Road, Ikorodu, Lagos.",3.55653,6.37310,0809-387-8456,straphealdivinemercy@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,9,2,0,
19174421,24/12/1/2/2/0030,,,,Warm Heart Hospital,Lagos,Ikorodu,Private,,Secondary,,,3.56829856844308,6.61926001128396,,,,,,Operational,Unknown,Unknown,,,,
78160188,24/12/1/2/2/0045,,RC:51683,1982-06-09,Estate Clinic And Holy Trinity Limited.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 66, Owode, Ibeshe Road, Ikorodu, Lagos.",3.47925,6.56693,0708-421-2643,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,1,,17
37152256,24/12/1/2/2/0152,RC1739889,,2020-03-10,G Kamza Medical Centre,Lagos,Ikorodu,Private,For Profit,Secondary,,"4, Felix Majayi Street, Owode Ibeshe, Ikorodu, Lagos.",3.48011,6.57166,0814-711-4940,gkamza18@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,0,0,6
58623973,24/12/1/1/1/0006,,,,Ibeshe Primary Health Centre - Ik,Lagos,Ikorodu,Public,,Primary,,,3.47561000000007,6.55845000000005,,,,,,Operational,Unknown,Unknown,,,,
29377966,24/12/1/1/2/0046,,,2015-01-10,Life Guard Hospital Limited.,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 32, Adegboyega Street, Ibeshe, Ikorodu, Lagos.",3.48131,6.55935,0803-491-2133,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,2,,10
67682876,24/12/1/1/1/0131,,,2020-04-05,Mojoda Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Center,"Mojoda Street, Ibeshe, Ikorodu, Lagos.",3.47887,6.54901,0803-511-8290,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,0,0,2
44837006,24/12/1/1/2/0126,,,2012-04-03,Mount Elohim Hospital.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 79, Owode Ibeshe Road, Owode Ibeshe, Ikorodu, Lagos.",3.48292,6.57304,0806-902-4736,taiwomojisola@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,2,1,6
46130148,24/12/1/1/2/0050,,,2012-05-06,Mt Elohim Clinic,Lagos,Ikorodu,Private,For Profit,Primary,,,3.47887,6.54901,,,,,,Operational,Unknown,Unknown,,,,
15946059,24/12/1/1/2/0069,2412120103,,2007-10-10,Royal Cottage Hospital.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"2, Sule-Amojo Street, Owode Baale, Ikorodu, Lagos.",3.48229,6.56928,0803-400-2734,johnemuze3@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,2,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,
59381104,24/12/1/1/2/0070,,,2014-11-07,Sevic Maternity Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 6, Flora Dayo Banjo Street, Abule - Oshorun, Ibeshe, Ikorodu, Lagos.",3.48245,6.55136,0806-525-4288,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,,,,4
38165611,24/12/1/1/1/0007,24/2/0127,,2008-09-10,Igbokuta Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Clinic,"Igbalu Road, Ikorodu, Lagos.",3.65227,6.59306,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,,2
76624495,24/12/1/2/2/0003,,,1989-01-01,Aruna Ogun Memorial Specialist Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"2/4 Bamimosu Street, Ebute, Ipakodo, Ikorodu, Lagos.",3.49360,6.60306,0812-902-3345,arunaogunspechosp@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,4,2,,20
49830979,24/12/1/2/2/0012,,RC:912880,2011-06-11,Hopewell Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 3, Badru Kassim Street, Off Abraham, Oke Ebute, Ikorodu, Lagos.",3.49221,6.60715,0803-731-8063,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,2,0,10
69730903,24/12/1/1/1/0013,2412110018,,1979-01-01,Ipakodo Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Center,"1, Ipebi Close, Ebute, Ipakodo, Ikorodu, Lagos.",3.49252,6.60192,0803-201-2799,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,0,0,6
71021597,24/12/1/2/2/0141,1940556,,2022-04-01,Rio Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 13, Alhaji Aliyu Musa street, Off  Oba Sekumade Road, Ipakodo, Lagos",3.48411,6.60961,0905-675-5335,riohospitals@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",9am-5pm,Operational,Registered,Licensed,2,0,0,5
64903150,24/12/1/2/2/0011,,RC:1207579,2014-01-06,The Excellence Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 5, Alogba Street, Off Ibeshe Road, Ebute, Ikorodu, Lagos.",3.49259,6.59402,0909-534-1363,dexcellencehospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,1,0,8
72387658,24/12/1/2/2/0037,,RC1529019,2010-01-01,Uzopean Specialist Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"3, Fatimah Bintu Street, Sholebo Estate. Ikorodu, Lagos.",3.50019,6.59828,0901-120-0209,uzopeanspecialisthospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,1,,5
86486357,24/12/1/1/2/0012,,,2018-02-02,Bernice Clinic,Lagos,Ikorodu,Private,For Profit,Primary,,8 Sanyaolu Street Ori okuta Agric Ikorodu Lagos .,3.48394,6.62546,0802-324-8834,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,0,0,11
38282073,24/12/1/2/2/0101,2412120036,Rc:686116,2005-03-06,Bidems Victory Hopsital.,Lagos,Ikorodu,Private,For Profit,Secondary,,"Zimco, Umemmeru Street Off-Isawo Road. Agric, Ikorodu,  Lagos.",3.47545,6.64915,0803-351-5908,hmo-bidemshospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24,Operational,Registered,Licensed,3,3,0,22
,,,,,,,,,,,,,,,,,,,,,,,,,,
61041689,24/12/1/2/2/0005,,BN2888944,2015-01-05,Care Point Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"10, Obafemi Street, By Foursquare Bus Stop, Ikorodu, Lagos.",3.47776,6.64586,0805-788-9230,drtundetoogun@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,1,,7
71998894,24/12/1/1/2/0026,2412120052,,2006-01-09,Ehi Clinic,Lagos,Ikorodu,Private,For Profit,Secondary,,"44, Isawo Road, Agric, Ikorodu, Lagos.",3.48323,6.62997,0803-391-1298,aiomovbud@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,2,,5
56375301,24/12/1/1/2/0124,,,2019-01-11,HGJ - Victory Medical Centre.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 1, Alao Street, Isawo, Ikorodu, Lagos.",3.45771,6.66527,0810-070-9007,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,,
73272789,24/12/1/1/1/0008,2412110053,,2011-01-01,Igbo Olomu Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Clinic,"97, Igbo Olomo Road, Ikorodu, Lagos.",3.46236,6.67686,0803-201-2799,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,,7
83819124,24/12/1/1/2/0153,074398,,2004-05-11,Jon Crown Nursing Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 38, Agric Road, by Abey Bus Stop, Ishawo, Ikorodu, Lagos",3.25349,6.60019,0802-335-3388,kosenimola@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,0,0,0,6
30657772,24/12/1/1/2/0061,2412120042,,2000-08-11,Owutu Clinic and Hospital.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"2, Ayorinde Kadejo Str, Ikorodu, Lagos.",3.47129,6.66047,0803-400-6233,ayolaadejo@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24,Operational,Registered,Licensed,1,3,,4
24299627,24/12/1/1/2/0007,,,,Oyeade Convalescent Home,Lagos,Ikorodu,Private,,Primary,,,3.47441215375533,6.64870644020864,,,,,,Operational,Unknown,Unknown,,,,
47869563,24/12/1/1/2/0075,,RC;2790188,2012-06-05,Sure Hope Hospital,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 7, Lojo Street, Igbo Olomu, Ikorodu, Lagos.",3.50807,6.61686,0803-652-2536,surehopehospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,1,,9
78687741,24/12/1/1/2/0081,,,,Top Care Hospital,Lagos,Ikorodu,Private,,Primary,,,3.47528076100002,6.65429687500006,,,,,,Operational,Unknown,Unknown,,,,
44014171,24/12/1/1/1/0011,2412110119,,1956-01-01,Ikorodu Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Center,"15,Oriwu Road, Ikorodu, Lagos.",3.50242,6.61274,0802-836-8510,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Operational,Registered,Licensed,4,0,1,11
